participant,trialnumber,blocknumber,condition,eventtype,RDKnumber,eventcolor,eventfrequency,eventnumber,response,RT,colorlum
1,702,16,3,target,1,green,29,2,hit,410.766760508219,offset_to_bckgrd
1,704,16,5,target,1,green,29,1,hit,555.427344640096,offset_to_bckgrd
1,705,16,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,705,16,3,target,1,green,29,2,hit,429.459047317505,offset_to_bckgrd
1,706,16,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,706,16,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,708,16,1,target,1,green,29,1,hit,721.557267506917,offset_to_bckgrd
1,715,16,4,target,2,blue,26,1,hit,444.489908218384,offset_to_bckgrd
1,715,16,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,716,16,4,target,2,blue,26,1,miss,NaN,offset_to_bckgrd
1,717,16,1,target,1,green,29,1,hit,555.634148915609,offset_to_bckgrd
1,720,16,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,722,17,2,target,2,blue,26,1,hit,532.785495122273,offset_to_bckgrd
1,730,17,2,distractor,1,green,29,1,FA_proper,474.649318059286,offset_to_bckgrd
1,732,17,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,732,17,6,target,2,blue,26,2,hit,560.221274693807,offset_to_bckgrd
1,733,17,4,target,2,blue,26,1,hit,433.13562075297,offset_to_bckgrd
1,733,17,4,target,2,blue,26,2,hit,440.629418691,offset_to_bckgrd
1,737,17,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,737,17,6,distractor,1,green,29,2,FA_proper,436.551173528035,offset_to_bckgrd
1,738,17,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,738,17,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,742,17,3,target,1,green,29,1,hit,483.316214879354,offset_to_bckgrd
1,744,17,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,744,17,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,746,17,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,746,17,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,748,17,1,target,1,green,29,1,miss,NaN,offset_to_bckgrd
1,752,17,6,target,2,blue,26,1,hit,436.297035217285,offset_to_bckgrd
1,752,17,6,target,2,blue,26,2,hit,515.647077560425,offset_to_bckgrd
1,753,17,3,target,1,green,29,1,hit,557.597382863363,offset_to_bckgrd
1,761,17,2,distractor,1,green,29,1,FA_proper,475.697676340739,offset_to_bckgrd
1,761,17,2,target,2,blue,26,2,hit,506.939713160197,offset_to_bckgrd
1,763,17,2,target,2,blue,26,1,hit,447.477054595947,offset_to_bckgrd
1,763,17,2,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,764,17,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,764,17,6,target,2,blue,26,2,hit,500.630458196004,offset_to_bckgrd
1,770,18,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,774,18,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,774,18,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,782,18,5,target,1,green,29,1,hit,531.9420337677,offset_to_bckgrd
1,784,18,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,788,18,6,target,2,blue,26,1,miss,NaN,offset_to_bckgrd
1,794,18,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,796,18,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,797,18,3,target,1,green,29,1,miss,NaN,offset_to_bckgrd
1,797,18,3,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,801,18,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,801,18,3,target,1,green,29,2,hit,492.568794886271,offset_to_bckgrd
1,807,18,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,807,18,4,target,2,blue,26,2,hit,419.10146077474,offset_to_bckgrd
1,808,18,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,815,19,1,target,1,green,29,1,hit,480.558919906616,offset_to_bckgrd
1,815,19,1,target,1,green,29,2,hit,636.19130452474,offset_to_bckgrd
1,820,19,4,target,2,blue,26,1,hit,686.341094970703,offset_to_bckgrd
1,821,19,6,target,2,blue,26,1,hit,693.224906921387,offset_to_bckgrd
1,824,19,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,825,19,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,826,19,6,target,2,blue,26,1,miss,NaN,offset_to_bckgrd
1,829,19,1,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,829,19,1,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,830,19,2,target,2,blue,26,1,hit,653.494294484457,offset_to_bckgrd
1,835,19,5,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,835,19,5,target,1,green,29,2,hit,432.862361272176,offset_to_bckgrd
1,836,19,4,target,2,blue,26,1,hit,587.346839904785,offset_to_bckgrd
1,836,19,4,target,2,blue,26,2,hit,454.026571909586,offset_to_bckgrd
1,844,19,4,target,2,blue,26,1,miss,NaN,offset_to_bckgrd
1,846,19,1,target,1,green,29,1,hit,527.239894866943,offset_to_bckgrd
1,850,19,2,target,2,blue,26,1,hit,624.64394569397,offset_to_bckgrd
1,850,19,2,target,2,blue,26,2,hit,453.831227620442,offset_to_bckgrd
1,855,19,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,855,19,4,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,858,20,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,858,20,6,distractor,1,green,29,2,FA_proper,535.190010070801,offset_to_bckgrd
1,861,20,3,target,1,green,29,1,hit,626.753044128418,offset_to_bckgrd
1,861,20,3,target,1,green,29,2,hit,425.997972488403,offset_to_bckgrd
1,867,20,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,867,20,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,869,20,5,target,1,green,29,1,hit,626.192998886108,offset_to_bckgrd
1,869,20,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,870,20,6,target,2,blue,26,1,hit,527.763668696085,offset_to_bckgrd
1,870,20,6,distractor,1,green,29,2,CR,NaN,offset_to_bckgrd
1,871,20,2,target,2,blue,26,1,hit,665.704965591431,offset_to_bckgrd
1,872,20,2,target,2,blue,26,1,hit,553.560431798299,offset_to_bckgrd
1,879,20,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,879,20,4,target,2,blue,26,2,hit,537.530533472697,offset_to_bckgrd
1,882,20,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,886,20,6,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,888,20,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,889,20,1,target,1,green,29,1,hit,585.055383046468,offset_to_bckgrd
1,892,20,5,target,1,green,29,1,hit,522.782945632935,offset_to_bckgrd
1,892,20,5,distractor,2,blue,26,2,CR,NaN,offset_to_bckgrd
1,894,20,4,distractor,1,green,29,1,CR,NaN,offset_to_bckgrd
1,894,20,4,distractor,1,green,29,2,FA_proper,503.466351826986,offset_to_bckgrd
1,896,20,5,target,1,green,29,1,miss,NaN,offset_to_bckgrd
1,899,20,3,distractor,2,blue,26,1,CR,NaN,offset_to_bckgrd
1,899,20,3,target,1,green,29,2,hit,449.96509552002,offset_to_bckgrd
2,1,1,4,target,2,blue,29,1,miss,NaN,offset_to_bckgrd
2,1,1,4,distractor,1,green,26,2,FA_proper,568.453073501587,offset_to_bckgrd
2,4,1,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,4,1,4,target,2,blue,29,2,hit,835.087919235229,offset_to_bckgrd
2,5,1,4,target,2,blue,29,1,miss,NaN,offset_to_bckgrd
2,6,1,4,distractor,1,green,26,1,FA_proper,514.889494578043,offset_to_bckgrd
2,6,1,4,target,2,blue,29,2,hit,582.254981994629,offset_to_bckgrd
2,10,1,1,target,1,green,26,1,hit,504.999097188314,offset_to_bckgrd
2,10,1,1,distractor,2,blue,29,2,FA_proper,360.657930374146,offset_to_bckgrd
2,11,1,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,11,1,5,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
2,14,1,3,target,1,green,26,1,hit,592.849969863892,offset_to_bckgrd
2,14,1,3,distractor,2,blue,29,2,FA_proper,367.867994308472,offset_to_bckgrd
2,18,1,3,target,1,green,26,1,hit,586.505031585693,offset_to_bckgrd
2,23,1,4,distractor,1,green,26,1,FA_proper,531.438827514648,offset_to_bckgrd
2,25,1,6,distractor,1,green,26,1,FA_proper,552.499103546143,offset_to_bckgrd
2,25,1,6,distractor,1,green,26,2,FA_proper,510.765027999878,offset_to_bckgrd
2,29,1,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,29,1,5,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
2,31,1,4,target,2,blue,29,1,hit,557.326300938924,offset_to_bckgrd
2,31,1,4,distractor,1,green,26,2,FA_proper,467.52077738444,offset_to_bckgrd
2,32,1,4,target,2,blue,29,1,hit,573.513714472453,offset_to_bckgrd
2,32,1,4,target,2,blue,29,2,hit,283.841896057129,offset_to_bckgrd
2,35,1,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,35,1,1,target,1,green,26,2,hit,803.027963638305,offset_to_bckgrd
2,37,1,1,target,1,green,26,1,hit,544.890022277832,offset_to_bckgrd
2,37,1,1,target,1,green,26,2,hit,425.05202293396,offset_to_bckgrd
2,52,2,3,target,1,green,26,1,hit,642.432467142741,offset_to_bckgrd
2,54,2,2,target,2,blue,29,1,hit,659.259033203125,offset_to_bckgrd
2,54,2,2,distractor,1,green,26,2,FA_proper,386.296987533569,offset_to_bckgrd
2,55,2,5,target,1,green,26,1,hit,602.19407081604,offset_to_bckgrd
2,56,2,5,target,1,green,26,1,hit,604.057296117147,offset_to_bckgrd
2,57,2,3,target,1,green,26,1,hit,534.650309880575,offset_to_bckgrd
2,58,2,2,target,2,blue,29,1,hit,482.180388768514,offset_to_bckgrd
2,59,2,4,distractor,1,green,26,1,FA_proper,570.116996765137,offset_to_bckgrd
2,62,2,2,distractor,1,green,26,1,FA_proper,591.870069503784,offset_to_bckgrd
2,62,2,2,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,68,2,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,68,2,1,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
2,70,2,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,70,2,1,distractor,2,blue,29,2,FA_proper,202.909771601359,offset_to_bckgrd
2,71,2,3,target,1,green,26,1,hit,559.79282061259,offset_to_bckgrd
2,71,2,3,target,1,green,26,2,hit,398.797861735026,offset_to_bckgrd
2,73,2,5,target,1,green,26,1,hit,885.347938537598,offset_to_bckgrd
2,74,2,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,74,2,4,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,80,2,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,80,2,2,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,85,2,2,distractor,1,green,26,1,FA_proper,534.572664896647,offset_to_bckgrd
2,85,2,2,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,86,2,4,target,2,blue,29,1,hit,680.014308293661,offset_to_bckgrd
2,87,2,6,target,2,blue,29,1,hit,544.458882013957,offset_to_bckgrd
2,87,2,6,target,2,blue,29,2,hit,422.893095016479,offset_to_bckgrd
2,90,2,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,94,3,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,94,3,4,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,96,3,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,96,3,5,target,1,green,26,2,hit,752.402750651042,offset_to_bckgrd
2,101,3,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,102,3,1,target,1,green,26,1,hit,539.590756098429,offset_to_bckgrd
2,104,3,2,target,2,blue,29,1,hit,446.688111623128,offset_to_bckgrd
2,104,3,2,distractor,1,green,26,2,FA_proper,366.215578715006,offset_to_bckgrd
2,109,3,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,109,3,1,distractor,2,blue,29,2,FA_proper,523.748381932577,offset_to_bckgrd
2,111,3,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,114,3,4,target,2,blue,29,1,hit,732.302729288737,offset_to_bckgrd
2,115,3,3,target,1,green,26,1,hit,458.727884292603,offset_to_bckgrd
2,118,3,5,target,1,green,26,1,hit,452.987273534139,offset_to_bckgrd
2,118,3,5,target,1,green,26,2,hit,367.359654108683,offset_to_bckgrd
2,125,3,6,target,2,blue,29,1,hit,664.192326863607,offset_to_bckgrd
2,128,3,2,distractor,1,green,26,1,FA_proper,632.694419225057,offset_to_bckgrd
2,129,3,5,distractor,2,blue,29,1,FA_proper,413.777240117391,offset_to_bckgrd
2,131,3,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,135,3,3,target,1,green,26,1,hit,589.487075805664,offset_to_bckgrd
2,135,3,3,distractor,2,blue,29,2,FA_proper,448.873360951742,offset_to_bckgrd
2,138,4,3,target,1,green,26,1,hit,527.778275807698,offset_to_bckgrd
2,138,4,3,distractor,2,blue,29,2,FA_proper,365.711116790771,offset_to_bckgrd
2,140,4,6,target,2,blue,29,1,hit,535.324319203695,offset_to_bckgrd
2,142,4,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,142,4,1,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
2,143,4,1,target,1,green,26,1,hit,534.657144546509,offset_to_bckgrd
2,143,4,1,target,1,green,26,2,hit,324.471632639567,offset_to_bckgrd
2,146,4,4,target,2,blue,29,1,hit,553.306277592977,offset_to_bckgrd
2,146,4,4,target,2,blue,29,2,hit,296.401246388753,offset_to_bckgrd
2,150,4,6,target,2,blue,29,1,miss,NaN,offset_to_bckgrd
2,153,4,6,target,2,blue,29,1,hit,579.214779535929,offset_to_bckgrd
2,158,4,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,158,4,2,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,159,4,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,159,4,6,target,2,blue,29,2,hit,786.852391560872,offset_to_bckgrd
2,161,4,2,target,2,blue,29,1,hit,950.167306264242,offset_to_bckgrd
2,162,4,2,target,2,blue,29,1,hit,554.703632990519,offset_to_bckgrd
2,162,4,2,distractor,1,green,26,2,FA_proper,872.58718808492,offset_to_bckgrd
2,168,4,5,target,1,green,26,1,hit,510.34320195516,offset_to_bckgrd
2,168,4,5,distractor,2,blue,29,2,FA_proper,374.171924591064,offset_to_bckgrd
2,169,4,3,target,1,green,26,1,hit,583.438189824422,offset_to_bckgrd
2,169,4,3,target,1,green,26,2,hit,439.120864868164,offset_to_bckgrd
2,170,4,5,distractor,2,blue,29,1,FA_proper,557.988166809082,offset_to_bckgrd
2,170,4,5,target,1,green,26,2,hit,588.402303059896,offset_to_bckgrd
2,172,4,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,175,4,3,target,1,green,26,1,hit,526.671759287516,offset_to_bckgrd
2,178,4,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,178,4,3,target,1,green,26,2,hit,661.887248357137,offset_to_bckgrd
2,179,4,4,distractor,1,green,26,1,FA_proper,507.016404469808,offset_to_bckgrd
2,183,5,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,184,5,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,185,5,1,target,1,green,26,1,hit,524.458026885986,offset_to_bckgrd
2,189,5,1,target,1,green,26,1,hit,737.351401646932,offset_to_bckgrd
2,190,5,6,target,2,blue,29,1,miss,NaN,offset_to_bckgrd
2,190,5,6,distractor,1,green,26,2,FA_proper,766.112534205119,offset_to_bckgrd
2,195,5,5,target,1,green,26,1,hit,608.817640940349,offset_to_bckgrd
2,197,5,2,target,2,blue,29,1,hit,595.724550882976,offset_to_bckgrd
2,200,5,4,target,2,blue,29,1,hit,651.059007644653,offset_to_bckgrd
2,206,5,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,207,5,3,target,1,green,26,1,miss,NaN,offset_to_bckgrd
2,207,5,3,target,1,green,26,2,hit,673.252820968628,offset_to_bckgrd
2,214,5,6,target,2,blue,29,1,hit,588.23390007019,offset_to_bckgrd
2,217,5,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,221,5,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,223,5,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,223,5,4,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,226,6,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,228,6,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,230,6,3,distractor,2,blue,29,1,FA_proper,524.942286809286,offset_to_bckgrd
2,230,6,3,distractor,2,blue,29,2,FA_proper,483.237663904826,offset_to_bckgrd
2,234,6,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,234,6,4,target,2,blue,29,2,hit,769.304943084717,offset_to_bckgrd
2,240,6,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,246,6,2,target,2,blue,29,1,hit,617.48563448588,offset_to_bckgrd
2,258,6,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,258,6,2,target,2,blue,29,2,hit,717.493375142416,offset_to_bckgrd
2,267,6,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,270,6,5,target,1,green,26,1,hit,574.77388381958,offset_to_bckgrd
2,270,6,5,distractor,2,blue,29,2,FA_proper,538.168366750082,offset_to_bckgrd
2,271,7,4,target,2,blue,29,1,hit,667.255020141602,offset_to_bckgrd
2,275,7,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,275,7,2,distractor,1,green,26,2,FA_proper,426.556142171224,offset_to_bckgrd
2,276,7,5,target,1,green,26,1,hit,606.702041625977,offset_to_bckgrd
2,276,7,5,distractor,2,blue,29,2,FA_proper,485.364596048991,offset_to_bckgrd
2,287,7,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,290,7,1,target,1,green,26,1,hit,953.909969329834,offset_to_bckgrd
2,291,7,1,target,1,green,26,1,hit,666.668669382731,offset_to_bckgrd
2,291,7,1,distractor,2,blue,29,2,FA_proper,535.473601023356,offset_to_bckgrd
2,296,7,1,target,1,green,26,1,hit,583.497953414917,offset_to_bckgrd
2,296,7,1,target,1,green,26,2,hit,395.371007919312,offset_to_bckgrd
2,300,7,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,302,7,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,304,7,4,target,2,blue,29,1,hit,786.165364583333,offset_to_bckgrd
2,306,7,2,target,2,blue,29,1,hit,727.379210789998,offset_to_bckgrd
2,306,7,2,distractor,1,green,26,2,FA_proper,730.782477060954,offset_to_bckgrd
2,310,7,3,target,1,green,26,1,hit,673.985513051351,offset_to_bckgrd
2,310,7,3,target,1,green,26,2,hit,440.680980682373,offset_to_bckgrd
2,312,7,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,312,7,2,target,2,blue,29,2,hit,661.869223912557,offset_to_bckgrd
2,317,8,3,target,1,green,26,1,hit,628.3584912618,offset_to_bckgrd
2,318,8,6,target,2,blue,29,1,hit,484.250752131144,offset_to_bckgrd
2,321,8,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,324,8,3,target,1,green,26,1,hit,609.130096435547,offset_to_bckgrd
2,324,8,3,target,1,green,26,2,hit,534.810749689738,offset_to_bckgrd
2,326,8,2,target,2,blue,29,1,hit,578.494437535604,offset_to_bckgrd
2,329,8,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,330,8,6,target,2,blue,29,1,hit,572.458124160767,offset_to_bckgrd
2,330,8,6,distractor,1,green,26,2,FA_proper,467.633152008057,offset_to_bckgrd
2,332,8,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,332,8,1,target,1,green,26,2,hit,566.071160634359,offset_to_bckgrd
2,333,8,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,334,8,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,342,8,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,343,8,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,343,8,5,target,1,green,26,2,hit,642.083152135213,offset_to_bckgrd
2,345,8,2,target,2,blue,29,1,hit,615.853706995646,offset_to_bckgrd
2,345,8,2,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,348,8,4,target,2,blue,29,1,hit,622.675577799479,offset_to_bckgrd
2,348,8,4,distractor,1,green,26,2,FA_proper,532.78071085612,offset_to_bckgrd
2,352,8,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,357,8,5,target,1,green,26,1,hit,772.409232457479,offset_to_bckgrd
2,357,8,5,distractor,2,blue,29,2,FA_proper,491.069984436035,offset_to_bckgrd
2,358,8,4,target,2,blue,29,1,miss,NaN,offset_to_bckgrd
2,361,9,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,362,9,5,target,1,green,26,1,hit,553.467575709025,offset_to_bckgrd
2,366,9,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,370,9,5,target,1,green,26,1,hit,748.627630869548,offset_to_bckgrd
2,372,9,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,373,9,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,373,9,3,target,1,green,26,2,hit,791.44647916158,offset_to_bckgrd
2,375,9,1,target,1,green,26,1,hit,595.452435811361,offset_to_bckgrd
2,377,9,6,target,2,blue,29,1,hit,614.30279413859,offset_to_bckgrd
2,377,9,6,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,378,9,3,target,1,green,26,1,hit,664.867512385051,offset_to_bckgrd
2,379,9,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,379,9,3,target,1,green,26,2,hit,548.995288213094,offset_to_bckgrd
2,380,9,4,target,2,blue,29,1,hit,595.692650477091,offset_to_bckgrd
2,381,9,1,distractor,2,blue,29,1,FA_proper,844.612566630046,offset_to_bckgrd
2,381,9,1,distractor,2,blue,29,2,FA_proper,524.068021774292,offset_to_bckgrd
2,385,9,6,target,2,blue,29,1,hit,710.782957077026,offset_to_bckgrd
2,385,9,6,target,2,blue,29,2,hit,365.453592936197,offset_to_bckgrd
2,387,9,4,target,2,blue,29,1,hit,570.26031812032,offset_to_bckgrd
2,391,9,3,distractor,2,blue,29,1,FA_proper,508.151276906332,offset_to_bckgrd
2,391,9,3,target,1,green,26,2,hit,366.484562555949,offset_to_bckgrd
2,393,9,1,target,1,green,26,1,hit,598.202578226725,offset_to_bckgrd
2,394,9,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,394,9,6,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,397,9,5,distractor,2,blue,29,1,FA_proper,627.713505427042,offset_to_bckgrd
2,399,9,6,target,2,blue,29,1,hit,656.287368138631,offset_to_bckgrd
2,399,9,6,target,2,blue,29,2,hit,482.469304402669,offset_to_bckgrd
2,401,9,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,401,9,2,target,2,blue,29,2,hit,838.620217641194,offset_to_bckgrd
2,402,9,4,target,2,blue,29,1,hit,584.054088592529,offset_to_bckgrd
2,402,9,4,distractor,1,green,26,2,FA_proper,558.233022689819,offset_to_bckgrd
2,404,9,2,target,2,blue,29,1,hit,547.157637278239,offset_to_bckgrd
2,404,9,2,target,2,blue,29,2,hit,459.000285466512,offset_to_bckgrd
2,405,9,4,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,408,10,3,target,1,green,26,1,hit,474.999459584554,offset_to_bckgrd
2,408,10,3,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
2,412,10,2,target,2,blue,29,1,hit,723.606236775716,offset_to_bckgrd
2,413,10,6,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,413,10,6,target,2,blue,29,2,hit,514.814949035644,offset_to_bckgrd
2,415,10,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,415,10,5,target,1,green,26,2,miss,NaN,offset_to_bckgrd
2,416,10,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,416,10,1,target,1,green,26,2,hit,566.201114654541,offset_to_bckgrd
2,417,10,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,418,10,3,target,1,green,26,1,hit,621.631638209025,offset_to_bckgrd
2,418,10,3,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
2,420,10,6,target,2,blue,29,1,miss,NaN,offset_to_bckgrd
2,420,10,6,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,421,10,5,target,1,green,26,1,hit,507.856210072835,offset_to_bckgrd
2,421,10,5,target,1,green,26,2,hit,452.701314290365,offset_to_bckgrd
2,428,10,2,target,2,blue,29,1,hit,576.03980700175,offset_to_bckgrd
2,429,10,6,target,2,blue,29,1,hit,525.63796043396,offset_to_bckgrd
2,429,10,6,target,2,blue,29,2,hit,387.628078460693,offset_to_bckgrd
2,430,10,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,430,10,1,distractor,2,blue,29,2,CR,NaN,offset_to_bckgrd
2,445,10,6,target,2,blue,29,1,miss,NaN,offset_to_bckgrd
2,445,10,6,distractor,1,green,26,2,CR,NaN,offset_to_bckgrd
2,448,10,2,target,2,blue,29,1,hit,698.035097122192,offset_to_bckgrd
2,452,11,4,target,2,blue,29,1,hit,492.844200134277,offset_to_bckgrd
2,453,11,3,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,453,11,3,target,1,green,26,2,hit,539.238389333089,offset_to_bckgrd
2,459,11,2,target,2,blue,29,1,hit,460.958909988403,offset_to_bckgrd
2,459,11,2,target,2,blue,29,2,hit,386.044931411743,offset_to_bckgrd
2,464,11,2,target,2,blue,29,1,hit,580.298089981079,offset_to_bckgrd
2,471,11,5,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,475,11,4,distractor,1,green,26,1,FA_proper,642.477496465047,offset_to_bckgrd
2,477,11,2,distractor,1,green,26,1,CR,NaN,offset_to_bckgrd
2,478,11,1,distractor,2,blue,29,1,FA_proper,655.175526936849,offset_to_bckgrd
2,481,11,1,distractor,2,blue,29,1,CR,NaN,offset_to_bckgrd
2,482,11,6,target,2,blue,29,1,hit,535.782225926717,offset_to_bckgrd
