amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_colorlum;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
3.69575450970576;2.0827261035259;-2.75658585884214;-7.43318405807809;-0.104764571556678;-0.16724445269658;1;3;[1 2] ;RDK2;center;center;26;blue;offset_to_bckgrd;presented;not attended;not attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
4.08248120943705;0.828778334458669;2.68911435295212;63.1052598248389;0.106907717386881;0.32065349817276;1;3;[1 2] ;RDK3;right;peri;20;green;offset_to_bckgrd;presented;attended;attended + irrelevant;{'PO2' 'POz' 'Oz' 'O2'}
4.52245537439982;0.350085435311;-7.70381635740712;-11.5544735633023;-0.377482191721598;-0.0457349633177122;1;3;[1 2] ;RDK4;right;peri;17;blue;offset_to_bckgrd;not presented;not attended;not attended;{'PO2' 'POz' 'Oz' 'O2'}
3.22916321754456;0.421180710444848;-11.9141707338628;-14.5575431200174;-0.436764939626058;-0.0717600661019485;1;3;[1 2] ;RDK5;right;peri;23;redish;offset_to_bckgrd;presented;irrelevant;irrelevant + attended;{'PO2' 'POz' 'Oz' 'O2'}
3.15855511151827;1.6293580192786;2.59773299284645;5.41190831706484;0.0799733345325175;0.0836521827257597;1;4;[1 2] ;RDK1;center;center;29;green;offset_to_bckgrd;presented;not attended;not attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
4.12237237416781;2.69498559786723;5.44906921626942;15.8484784304224;0.213023145382221;0.36868348809389;1;4;[1 2] ;RDK2;center;center;26;blue;offset_to_bckgrd;presented;attended;attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
3.79602327346802;0.419214077790578;-6.47123818210469;8.51906368269102;-0.262646166483561;0.0329095304012299;1;4;[1 2] ;RDK3;right;peri;20;green;offset_to_bckgrd;not presented;not attended;not attended;{'PO2' 'POz' 'Oz' 'O2'}
4.84028202692668;0.750946851571401;-9.27946351002813;-31.2430586494711;-0.495094299316406;-0.341229206323624;1;4;[1 2] ;RDK4;right;peri;17;blue;offset_to_bckgrd;presented;attended;attended + irrelevant;{'PO2' 'POz' 'Oz' 'O2'}
3.35555547078451;0.702757877111435;-6.93612921854474;69.3368244654636;-0.250092395146688;0.287751938899358;1;4;[1 2] ;RDK5;right;peri;23;redish;offset_to_bckgrd;presented;irrelevant;irrelevant + attended;{'PO2' 'POz' 'Oz' 'O2'}
3.20744366279015;1.75855883336984;1.46440726284591;13.7946964692488;0.0462921325977033;0.213180280648745;1;5;[1 2] ;RDK1;center;center;29;green;offset_to_bckgrd;presented;attended;attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
